T,current_cost,candidate_cost,probability,accepted,type,idx1,x1,z1,idx2,x2,z2
1406.8271,4535,4379,1,true,Swap,4,162,-53,1,123,-4
1406.8271,4379,4373.5,1,true,Move,1,123,-4,,119,-7
1406.8271,4373.5,4362.5,1,true,Move,1,119,-7,,120,-4
1406.8271,4362.5,4369.5,0.9950366,true,Move,2,-2,-56,,3,-56
1406.8271,4369.5,4358.5,1,true,Move,3,-33,-42,,-33,-40
1406.8271,4358.5,4351.5,1,true,Move,2,3,-56,,3,-55
1406.8271,4351.5,4357,0.9960981,true,Move,1,120,-4,,117,-8
1406.8271,4357,4743,0.76004606,true,Swap,0,117,-8,1,-55,72
1406.8271,4743,4987.5,0.8404689,true,Swap,4,3,-55,2,162,-53
1406.8271,4987.5,4979,1,true,Move,0,117,-8,,119,-5
1406.8271,4979,4945,1,true,Move,1,-55,72,,-56,67
1406.8271,4945,5087,0.90399057,true,Swap,1,3,-55,4,-56,67
1406.8271,5087,4793,1,true,Swap,2,-33,-40,3,162,-53
1406.8271,4793,4862,0.9521368,true,Swap,0,-56,67,4,119,-5
1406.8271,4862,4879,0.98798877,true,Move,0,-56,67,,-60,65
1406.8271,4879,4879,1,true,Move,0,-60,65,,-57,68
1406.8271,4879,4906,0.9809909,true,Move,1,3,-55,,4,-58
1406.8271,4906,4837,1,true,Swap,4,-57,68,0,119,-5
1406.8271,4837,4934,0.9333738,false,Swap,4,-33,-40,2,-57,68
1406.8271,4837,4783.5,1,true,Move,0,119,-5,,114,-3
1406.8271,4783.5,4783.5,1,true,Move,3,162,-53,,157,-58
1406.8271,4783.5,4583.5,1,true,Swap,3,-57,68,4,157,-58
1406.8271,4583.5,4539.5,1,true,Move,1,4,-58,,9,-53
1406.8271,4539.5,4609.5,0.95146024,true,Move,0,114,-3,,119,-8
1406.8271,4609.5,4618,0.99397624,true,Move,4,157,-58,,156,-60
1406.8271,4618,4583,1,true,Move,2,-33,-40,,-32,-36
1406.8271,4583,4591.5,0.99397624,true,Move,3,-57,68,,-60,66
1406.8271,4591.5,4584.5,1,true,Move,2,-32,-36,,-36,-31
1406.8271,4584.5,4632,0.96679974,true,Move,0,119,-8,,122,-12
1406.8271,4632,4619,1,true,Move,1,9,-53,,14,-52
1406.8271,4619,4653,0.97612184,true,Move,4,156,-60,,155,-65
1406.8271,4653,4610.5,1,true,Move,4,155,-65,,152,-63
1406.8271,4610.5,4295.5,1,true,Swap,4,14,-52,1,152,-63
1406.8271,4295.5,4486,0.8733568,true,Swap,3,-36,-31,2,-60,66
1322.4175,4486,4426,1,true,Move,2,-60,66,,-58,62
1322.4175,4426,4845,0.7284444,true,Swap,0,-58,62,2,122,-12
1322.4175,4845,4840.5,1,true,Move,4,14,-52,,17,-52
1322.4175,4840.5,4859,0.9861079,true,Move,4,17,-52,,12,-54
1322.4175,4859,4859,1,true,Move,3,-36,-31,,-36,-31
1322.4175,4859,4855.5,1,true,Move,4,12,-54,,7,-52
1322.4175,4855.5,4881,0.98090184,true,Move,0,-58,62,,-57,66
1322.4175,4881,4864,1,true,Move,3,-36,-31,,-37,-28
1322.4175,4864,4978,0.9174054,true,Swap,3,7,-52,4,-37,-28
1322.4175,4978,4927,1,true,Move,0,-57,66,,-56,61
1322.4175,4927,4813,1,true,Swap,4,7,-52,3,-37,-28
1322.4175,4813,4400.5,1,true,Swap,2,7,-52,4,122,-12
1322.4175,4400.5,4426,0.98090184,true,Move,0,-56,61,,-57,63
1322.4175,4426,4492,0.95131636,true,Swap,4,-57,63,0,122,-12
1322.4175,4492,4395.5,1,true,Swap,4,7,-52,2,-57,63
1322.4175,4395.5,4472,0.9437928,true,Move,1,152,-63,,156,-68
1322.4175,4472,4430,1,true,Move,3,-37,-28,,-34,-25
1322.4175,4430,4440,0.9924666,true,Move,2,-57,63,,-56,65
1322.4175,4440,4424.5,1,true,Move,4,7,-52,,4,-50
1322.4175,4424.5,4446.5,0.98350143,true,Move,0,122,-12,,121,-17
1322.4175,4446.5,4453.5,0.99472064,true,Move,4,4,-50,,5,-51
1322.4175,4453.5,4464.5,0.9917164,true,Move,3,-34,-25,,-36,-25
1322.4175,4464.5,4448,1,true,Move,0,121,-17,,120,-15
1322.4175,4448,4448,1,true,Swap,0,5,-51,4,120,-15
1322.4175,4448,4448,1,true,Move,2,-56,65,,-51,70
1322.4175,4448,4448,1,true,Move,3,-36,-25,,-36,-25
1322.4175,4448,4437,1,true,Move,4,120,-15,,122,-11
1322.4175,4437,4464.5,0.97941947,true,Move,4,122,-11,,125,-13
1322.4175,4464.5,4456,1,true,Move,1,156,-68,,160,-63
1322.4175,4456,4453.5,1,true,Move,0,5,-51,,7,-50
1322.4175,4453.5,4504.5,0.96216846,true,Move,1,160,-63,,162,-67
1322.4175,4504.5,4459.5,1,true,Move,3,-36,-25,,-34,-21
1322.4175,4459.5,4468,0.993593,true,Move,1,162,-67,,160,-70
1322.4175,4468,4487.5,0.98536247,true,Move,3,-34,-21,,-36,-22
1322.4175,4487.5,4518.5,0.9768307,true,Move,3,-36,-22,,-37,-25
1322.4175,4518.5,4510,1,true,Move,0,7,-50,,5,-49
1322.4175,4510,4595,0.9377459,true,Move,1,160,-70,,165,-75
1322.4175,4595,4946,0.76688147,true,Swap,1,5,-49,0,165,-75
1322.4175,4946,5096.5,0.8924304,true,Swap,2,125,-13,4,-51,70
1322.4175,5096.5,5083,1,true,Move,1,5,-49,,7,-46
1322.4175,5083,4804,1,true,Swap,3,165,-75,0,-37,-25
1322.4175,4804,4622,1,true,Swap,3,-51,70,4,165,-75
1322.4175,4622,4698.5,0.9437928,true,Move,3,-51,70,,-55,75
1322.4175,4698.5,4698.5,1,true,Move,2,125,-13,,128,-10
1322.4175,4698.5,4709.5,0.9917164,true,Move,1,7,-46,,7,-48
1322.4175,4709.5,4701,1,true,Move,3,-55,75,,-52,77
1322.4175,4701,4743.5,0.9683728,true,Move,3,-52,77,,-52,82
1322.4175,4743.5,4796.5,0.9607144,true,Swap,0,-52,82,3,-37,-25
1322.4175,4796.5,4745.5,1,true,Move,2,128,-10,,123,-6
1322.4175,4745.5,4788,0.9683728,true,Move,4,165,-75,,168,-77
1243.0724,4788,4788,1,true,Move,4,168,-77,,166,-79
1243.0724,4788,5054.5,0.8070351,true,Swap,0,123,-6,2,-52,82
1243.0724,5054.5,4984.5,1,true,Move,2,-52,82,,-48,79
1243.0724,4984.5,4916.5,1,true,Move,4,166,-79,,163,-74
1243.0724,4916.5,4882.5,1,true,Move,3,-37,-25,,-37,-21
1243.0724,4882.5,4882,1,true,Move,1,7,-48,,11,-49
1243.0724,4882,4930,0.962122,true,Move,3,-37,-21,,-38,-26
1243.0724,4930,4931,0.9991959,true,Move,1,11,-49,,14,-50
1243.0724,4931,4919,1,true,Move,3,-38,-26,,-42,-22
1243.0724,4919,4935.5,0.98681414,true,Move,1,14,-50,,14,-53
1243.0724,4935.5,4893,1,true,Move,4,163,-74,,160,-72
1243.0724,4893,4833,1,true,Move,2,-48,79,,-47,74
1243.0724,4833,4807.5,1,true,Move,4,160,-72,,158,-71
1243.0724,4807.5,4647,1,true,Swap,2,-42,-22,3,-47,74
1243.0724,4647,4710,0.95058197,true,Move,2,-42,-22,,-47,-26
1243.0724,4710,5056,0.7570374,true,Swap,3,14,-53,1,-47,74
1243.0724,5056,5115.5,0.9532622,true,Move,0,123,-6,,126,-10
1243.0724,5115.5,5151.5,0.97145486,true,Swap,0,14,-53,3,126,-10
1243.0724,5151.5,5196,0.9648348,true,Move,3,126,-10,,128,-15
1243.0724,5196,5199,0.9975895,true,Move,0,14,-53,,9,-56
1243.0724,5199,5148,1,true,Move,1,-47,74,,-42,73
1243.0724,5148,5114,1,true,Move,4,158,-71,,154,-71
1243.0724,5114,5049.5,1,true,Move,3,128,-15,,123,-11
1243.0724,5049.5,5041,1,true,Move,1,-42,73,,-42,72
1243.0724,5041,4989,1,true,Move,0,9,-56,,5,-52
1243.0724,4989,4997.5,0.9931854,true,Move,4,154,-71,,159,-67
1243.0724,4997.5,4741,1,true,Swap,2,159,-67,4,-47,-26
1243.0724,4741,4713,1,true,Move,4,-47,-26,,-45,-24
1243.0724,4713,4735,0.9824576,true,Move,4,-45,-24,,-45,-28
1243.0724,4735,4731,1,true,Move,0,5,-52,,6,-51
1243.0724,4731,4747.5,0.98681414,true,Move,3,123,-11,,122,-15
1243.0724,4747.5,4753.5,0.9951849,true,Move,1,-42,72,,-40,74
1243.0724,4753.5,4722,1,true,Move,1,-40,74,,-42,69
1243.0724,4722,4617,1,true,Swap,4,6,-51,0,-45,-28
1243.0724,4617,4537,1,true,Swap,1,-45,-28,0,-42,69
1243.0724,4537,4587,0.9605753,true,Move,2,159,-67,,163,-68
1243.0724,4587,4606,0.9848315,true,Move,4,6,-51,,4,-55
1243.0724,4606,4536,1,true,Move,2,163,-68,,159,-65
1243.0724,4536,4807.5,0.80379546,true,Swap,2,-45,-28,1,159,-65
1243.0724,4807.5,4892.5,0.9339065,true,Move,1,159,-65,,164,-70
1243.0724,4892.5,4867,1,true,Move,0,-42,69,,-41,67
1243.0724,4867,4816,1,true,Move,0,-41,67,,-36,66
1243.0724,4816,4851,0.97223663,true,Move,4,4,-55,,9,-60
1243.0724,4851,4834,1,true,Move,2,-45,-28,,-44,-27
1243.0724,4834,4801,1,true,Swap,4,-36,66,0,9,-60
1243.0724,4801,4821.5,0.98364383,true,Move,3,122,-15,,127,-11
1243.0724,4821.5,4832,0.9915888,true,Move,3,127,-11,,125,-16
1243.0724,4832,4776,1,true,Move,4,-36,66,,-32,62
1243.0724,4776,4539,1,true,Swap,3,9,-60,0,125,-16
1243.0724,4539,4617,0.9391804,true,Swap,3,-44,-27,2,9,-60
1168.488,4617,4613,1,true,Move,2,9,-60,,5,-62
1168.488,4613,4799,0.8528428,true,Swap,1,-44,-27,3,164,-70
1168.488,4799,4765,1,true,Move,1,-44,-27,,-44,-23
1168.488,4765,4850,0.92983925,false,Move,3,164,-70,,169,-75
1168.488,4765,4743,1,true,Swap,4,-44,-23,1,-32,62
1168.488,4743,4802,0.95076096,true,Move,1,-32,62,,-35,67
1168.488,4802,4600,1,true,Swap,3,-35,67,1,164,-70
1168.488,4600,4966,0.7310852,true,Swap,2,125,-16,0,5,-62
1168.488,4966,4960,1,true,Swap,0,164,-70,1,5,-62
1168.488,4960,4995,0.97049093,true,Move,1,5,-62,,10,-67
1168.488,4995,4992,1,true,Move,2,125,-16,,124,-17
1168.488,4992,4961.5,1,true,Move,0,164,-70,,163,-66
1168.488,4961.5,5004,0.96428174,true,Move,4,-44,-23,,-49,-23
1168.488,5004,5045.5,0.9651073,true,Move,1,10,-67,,15,-71
1168.488,5045.5,5105,0.9503542,true,Move,3,-35,67,,-37,72
1168.488,5105,5210,0.9140594,true,Swap,1,-49,-23,4,15,-71
1168.488,5210,5163,1,true,Move,4,15,-71,,12,-66
1168.488,5163,5128,1,true,Move,1,-49,-23,,-44,-26
1168.488,5128,4553.5,1,true,Swap,2,-44,-26,1,124,-17
1168.488,4553.5,5122,0.61475825,true,Swap,2,163,-66,0,-44,-26
1168.488,5122,5134,0.98978287,true,Move,1,124,-17,,126,-15
1168.488,5134,5203,0.942659,true,Swap,3,163,-66,2,-37,72
1168.488,5203,5203,1,true,Move,2,-37,72,,-40,69
1168.488,5203,5005.5,1,true,Swap,4,-40,69,2,12,-66
1168.488,5005.5,4986.5,1,true,Move,2,12,-66,,8,-65
1168.488,4986.5,5006.5,0.9830295,true,Move,1,126,-15,,129,-14
1168.488,5006.5,4904.5,1,true,Swap,1,-44,-26,0,129,-14
1168.488,4904.5,4884.5,1,true,Move,2,8,-65,,13,-60
1168.488,4884.5,4878.5,1,true,Move,2,13,-60,,11,-60
1168.488,4878.5,4794.5,1,true,Swap,4,129,-14,0,-40,69
1168.488,4794.5,4824,0.9750697,true,Move,4,129,-14,,131,-19
1168.488,4824,4810,1,true,Move,2,11,-60,,16,-58
1168.488,4810,5238.5,0.69300836,true,Swap,2,-40,69,0,16,-58
1168.488,5238.5,5229.5,1,true,Move,1,-44,-26,,-41,-29
1168.488,5229.5,5236,0.9944527,true,Move,1,-41,-29,,-45,-24
1168.488,5236,5224.5,1,true,Move,1,-45,-24,,-43,-25
1168.488,5224.5,5264,0.96676064,true,Move,0,16,-58,,21,-60
1168.488,5264,5275.5,0.9902065,true,Move,4,131,-19,,133,-18
1168.488,5275.5,5289,0.9885131,true,Move,1,-43,-25,,-42,-29
1168.488,5289,5278.5,1,true,Move,1,-42,-29,,-44,-24
1168.488,5278.5,5253,1,true,Move,3,163,-66,,159,-67
1168.488,5253,5233,1,true,Move,0,21,-60,,26,-55
1168.488,5233,5219.5,1,true,Move,0,26,-55,,23,-55
1168.488,5219.5,5245,0.97841334,false,Move,3,159,-67,,163,-66
1168.488,5219.5,5193.5,1,true,Move,4,133,-18,,128,-21
1168.488,5193.5,5163.5,1,true,Move,2,-40,69,,-42,64
1168.488,5163.5,5147,1,true,Move,1,-44,-24,,-44,-21
1168.488,5147,5189.5,0.96428174,true,Move,3,159,-67,,160,-71
1168.488,5189.5,5198,0.992752,true,Move,3,160,-71,,164,-68
1168.488,5198,5223.5,0.97841334,true,Move,3,164,-68,,168,-67
1098.3788,5223.5,5195,1,true,Move,1,-44,-21,,-40,-22
1098.3788,5195,5225.5,0.9726138,true,Move,1,-40,-22,,-41,-26
1098.3788,5225.5,5042.5,1,true,Swap,1,128,-21,4,-41,-26
1098.3788,5042.5,5093.5,0.9546294,true,Move,3,168,-67,,173,-68
1098.3788,5093.5,5063.5,1,true,Move,0,23,-55,,20,-52
1098.3788,5063.5,5237.5,0.85349524,true,Swap,4,128,-21,1,-41,-26
1098.3788,5237.5,5210,1,true,Move,1,-41,-26,,-41,-21
1098.3788,5210,5227,0.9846418,true,Move,1,-41,-21,,-43,-21
1098.3788,5227,4774.5,1,true,Swap,4,-42,64,2,128,-21
1098.3788,4774.5,4780,0.99500513,true,Move,1,-43,-21,,-43,-22
1098.3788,4780,4906,0.89162064,false,Swap,0,-43,-22,1,20,-52
1098.3788,4780,4814.5,0.96907824,true,Move,0,20,-52,,22,-55
1098.3788,4814.5,4789,1,true,Move,3,173,-68,,171,-67
1098.3788,4789,4865.5,0.932722,true,Move,4,-42,64,,-46,69
1098.3788,4865.5,4806,1,true,Move,3,171,-67,,166,-65
1098.3788,4806,4823,0.9846418,true,Swap,1,-46,69,4,-43,-22
1098.3788,4823,4857,0.9695195,true,Move,4,-43,-22,,-43,-26
1098.3788,4857,4944,0.9238481,true,Swap,2,166,-65,3,128,-21
1098.3788,4944,4924,1,true,Move,2,166,-65,,161,-68
1098.3788,4924,4928.5,0.9959114,true,Move,0,22,-55,,23,-55
1098.3788,4928.5,4844.5,1,true,Swap,3,161,-68,2,128,-21
1098.3788,4844.5,4870,0.9770514,true,Move,3,161,-68,,162,-70
1098.3788,4870,4840,1,true,Move,0,23,-55,,22,-52
1098.3788,4840,4925.5,0.9251106,true,Swap,0,128,-21,2,22,-52
1098.3788,4925.5,4859.5,1,true,Swap,4,128,-21,0,-43,-26
1098.3788,4859.5,4879,0.9824032,true,Move,0,-43,-26,,-45,-27
1098.3788,4879,4904.5,0.9770514,true,Move,0,-45,-27,,-45,-30
1098.3788,4904.5,5106.5,0.83201283,true,Swap,4,-46,69,1,128,-21
1098.3788,5106.5,4904.5,1,true,Swap,1,-46,69,4,128,-21
1098.3788,4904.5,4890.5,1,true,Move,2,22,-52,,18,-50
1098.3788,4890.5,4899,0.9922912,true,Move,1,-46,69,,-44,72
1098.3788,4899,4882,1,true,Move,0,-45,-30,,-47,-26
1098.3788,4882,4832,1,true,Swap,1,-47,-26,0,-44,72
1098.3788,4832,4874.5,0.9620456,true,Move,1,-47,-26,,-47,-31
1098.3788,4874.5,4884,0.9913882,true,Move,4,128,-21,,130,-18
1098.3788,4884,4884,1,true,Move,2,18,-50,,20,-50
1098.3788,4884,4875.5,1,true,Move,3,162,-70,,166,-65
1098.3788,4875.5,4859,1,true,Move,0,-44,72,,-41,72
1098.3788,4859,4880,0.98106253,true,Move,2,20,-50,,25,-53
1098.3788,4880,4842,1,true,Move,4,130,-18,,127,-13
1098.3788,4842,4835,1,true,Move,2,25,-53,,28,-52
1098.3788,4835,4869,0.9695195,true,Move,3,166,-65,,167,-68
1098.3788,4869,4872.5,0.99681854,true,Move,0,-41,72,,-37,75
1098.3788,4872.5,4821.5,1,true,Move,1,-47,-31,,-46,-26
1098.3788,4821.5,4788,1,true,Move,0,-37,75,,-34,73
1098.3788,4788,4788,1,true,Move,2,28,-52,,27,-52
1098.3788,4788,4822,0.9695195,true,Move,1,-46,-26,,-49,-27
1098.3788,4822,4784,1,true,Move,4,127,-13,,124,-8
1098.3788,4784,4718,1,true,Swap,3,124,-8,4,167,-68
1098.3788,4718,4732,0.98733485,true,Move,2,27,-52,,26,-54
1032.4761,4732,4711,1,true,Move,2,26,-54,,28,-51
1032.4761,4711,4699.5,1,true,Move,3,124,-8,,122,-9
1032.4761,4699.5,4651.5,1,true,Move,3,122,-9,,117,-8
1032.4761,4651.5,4694,0.9596725,true,Move,1,-49,-27,,-54,-27
1032.4761,4694,4697,0.99709857,true,Move,1,-54,-27,,-55,-26
1032.4761,4697,4760,0.940806,true,Swap,3,167,-68,4,117,-8
1032.4761,4760,4753,1,true,Move,2,28,-51,,31,-50
1032.4761,4753,4719,1,true,Move,3,167,-68,,167,-64
1032.4761,4719,4744,0.97607714,true,Move,0,-34,73,,-37,74
1032.4761,4744,4997,0.7826717,true,Swap,0,167,-64,3,-37,74
1032.4761,4997,4953,1,true,Move,4,117,-8,,113,-4
1032.4761,4953,4614,1,true,Swap,0,-55,-26,1,167,-64
1032.4761,4614,4580,1,true,Move,1,167,-64,,166,-61
1032.4761,4580,4605.5,0.9756046,false,Move,1,166,-61,,165,-65
1032.4761,4580,4554.5,1,true,Move,1,166,-61,,163,-61
1032.4761,4554.5,4540,1,true,Move,4,113,-4,,109,-7
1032.4761,4540,4557,0.9836695,true,Move,1,163,-61,,162,-64
1032.4761,4557,4574,0.9836695,true,Move,2,31,-50,,30,-52
1032.4761,4574,4610,0.96573323,true,Move,0,-55,-26,,-56,-31
1032.4761,4610,4593,1,true,Move,3,-37,74,,-40,69
1032.4761,4593,4578.5,1,true,Move,0,-56,-31,,-53,-33
1032.4761,4578.5,4621,0.9596725,true,Move,3,-40,69,,-41,73
1032.4761,4621,4837,0.8112283,true,Swap,1,30,-52,2,162,-64
1032.4761,4837,4793,1,true,Move,1,30,-52,,29,-47
1032.4761,4793,4508,1,true,Swap,4,162,-64,2,109,-7
1032.4761,4508,4871,0.7035742,true,Swap,2,-41,73,3,109,-7
1032.4761,4871,4911,0.96199906,true,Move,2,-41,73,,-41,77
1032.4761,4911,4776,1,true,Swap,0,109,-7,3,-53,-33
1032.4761,4776,4759,1,true,Move,3,-53,-33,,-53,-31
1032.4761,4759,4611,1,true,Swap,0,-41,77,2,109,-7
1032.4761,4611,4568.5,1,true,Move,3,-53,-31,,-51,-28
1032.4761,4568.5,4823.5,0.781157,true,Swap,4,29,-47,1,162,-64
1032.4761,4823.5,4795.5,1,true,Move,4,29,-47,,33,-43
1032.4761,4795.5,4846.5,0.95180434,true,Move,0,-41,77,,-46,78
1032.4761,4846.5,4829.5,1,true,Move,3,-51,-28,,-49,-28
1032.4761,4829.5,4846.5,0.9836695,true,Move,0,-46,78,,-47,79
1032.4761,4846.5,4838,1,true,Move,1,162,-64,,162,-63
1032.4761,4838,4880,0.96013737,true,Move,2,109,-7,,114,-5
1032.4761,4880,4879,1,true,Move,4,33,-43,,30,-42
1032.4761,4879,4802,1,true,Swap,0,-49,-28,3,-47,79
1032.4761,4802,5000,0.82549506,true,Swap,2,162,-63,1,114,-5
1032.4761,5000,4974.5,1,true,Move,0,-49,-28,,-50,-24
1032.4761,4974.5,5130.5,0.8597677,true,Swap,4,-50,-24,0,30,-42
1032.4761,5130.5,5100.5,1,true,Move,2,162,-63,,160,-62
1032.4761,5100.5,5108,0.9927622,true,Move,0,30,-42,,35,-42
1032.4761,5108,5088,1,true,Move,2,160,-62,,160,-60
1032.4761,5088,4908,1,true,Swap,2,-47,79,3,160,-60
1032.4761,4908,5034,0.88511586,true,Swap,4,35,-42,0,-50,-24
1032.4761,5034,5025.5,1,true,Move,0,-50,-24,,-47,-26
1032.4761,5025.5,5059.5,0.96760577,true,Move,0,-47,-26,,-48,-29
970.5275,5059.5,5019.5,1,true,Move,2,-47,79,,-47,75
970.5275,5019.5,5036.5,0.9826363,true,Move,3,160,-60,,163,-59
970.5275,5036.5,4860,1,true,Swap,4,-47,75,2,35,-42
970.5275,4860,4848.5,1,true,Move,1,114,-5,,112,-6
970.5275,4848.5,4806,1,true,Move,4,-47,75,,-46,71
970.5275,4806,4797.5,1,true,Move,0,-48,-29,,-47,-29
970.5275,4797.5,4833.5,0.9635863,true,Swap,3,112,-6,1,163,-59
970.5275,4833.5,4820,1,true,Move,0,-47,-29,,-48,-25
970.5275,4820,4800,1,true,Move,0,-48,-25,,-45,-26
970.5275,4800,4773,1,true,Move,2,35,-42,,36,-39
970.5275,4773,4769.5,1,true,Move,0,-45,-26,,-42,-30
970.5275,4769.5,4745.5,1,true,Swap,3,163,-59,1,112,-6
970.5275,4745.5,4813.5,0.93233323,true,Move,4,-46,71,,-50,75
970.5275,4813.5,4824.5,0.98872995,true,Move,2,36,-39,,35,-41
970.5275,4824.5,4844.5,0.9796035,true,Move,1,112,-6,,115,-5
970.5275,4844.5,4819,1,true,Move,1,115,-5,,112,-5
970.5275,4819,4587,1,true,Swap,1,-50,75,4,112,-5
970.5275,4587,4595.5,0.99128014,true,Move,1,-50,75,,-46,80
970.5275,4595.5,4597.5,0.9979414,true,Move,0,-42,-30,,-47,-27
970.5275,4597.5,4648.5,0.9488081,true,Move,3,163,-59,,166,-62
970.5275,4648.5,4621,1,true,Move,4,112,-5,,112,0
970.5275,4621,4607,1,true,Move,2,35,-41,,39,-39
970.5275,4607,4872,0.7610567,true,Swap,1,112,0,4,-46,80
970.5275,4872,4957,0.91614443,true,Move,4,-46,80,,-51,85
970.5275,4957,4957,1,true,Move,4,-51,85,,-50,86
970.5275,4957,4692,1,true,Swap,4,112,0,1,-50,86
970.5275,4692,4644,1,true,Move,1,-50,86,,-45,85
970.5275,4644,4614,1,true,Move,4,112,0,,109,5
970.5275,4614,4677,0.93714887,true,Swap,4,-47,-27,0,109,5
970.5275,4677,4694,0.9826363,true,Move,3,166,-62,,165,-65
970.5275,4694,4651.5,1,true,Move,3,165,-65,,161,-64
970.5275,4651.5,4634.5,1,true,Move,3,161,-64,,158,-65
970.5275,4634.5,4693.5,0.94101924,true,Move,1,-45,85,,-49,89
970.5275,4693.5,4932.5,0.78172064,true,Swap,2,-49,89,1,39,-39
970.5275,4932.5,5034.5,0.9002368,true,Swap,0,-47,-27,4,109,5
970.5275,5034.5,5014.5,1,true,Move,2,-49,89,,-44,92
970.5275,5014.5,4994.5,1,true,Move,2,-44,92,,-47,87
970.5275,4994.5,4895.5,1,true,Swap,4,-47,-27,0,109,5
970.5275,4895.5,4885.5,1,true,Move,2,-47,87,,-47,86
970.5275,4885.5,4919.5,0.965574,true,Move,3,158,-65,,161,-66
970.5275,4919.5,4939.5,0.9796035,true,Move,4,-47,-27,,-50,-26
970.5275,4939.5,4967.5,0.9715619,true,Move,2,-47,86,,-52,85
970.5275,4967.5,4995.5,0.9715619,true,Move,1,39,-39,,35,-43
970.5275,4995.5,5235.5,0.7809156,false,Swap,4,35,-43,1,-50,-26
970.5275,4995.5,4961.5,1,true,Move,3,161,-66,,160,-63
970.5275,4961.5,4972.5,0.98872995,true,Move,4,-50,-26,,-47,-31
970.5275,4972.5,4992.5,0.9796035,true,Move,2,-52,85,,-51,88
970.5275,4992.5,5020.5,0.9715619,true,Move,4,-47,-31,,-52,-30
970.5275,5020.5,4995.5,1,true,Move,4,-52,-30,,-51,-27
970.5275,4995.5,5022.5,0.9725635,true,Move,2,-51,88,,-55,87
912.2959,5022.5,5136.5,0.88253266,false,Swap,0,-51,-27,4,109,5
912.2959,5022.5,4971.5,1,true,Move,3,160,-63,,158,-59
912.2959,4971.5,4971.5,1,true,Move,3,158,-59,,155,-62
912.2959,4971.5,5011.5,0.9571019,true,Move,2,-55,87,,-58,88
912.2959,5011.5,5011.5,1,true,Move,2,-58,88,,-62,84
912.2959,5011.5,4995,1,true,Move,0,109,5,,109,0
912.2959,4995,4809,1,true,Swap,4,155,-62,3,-51,-27
912.2959,4809,4841,0.9655317,true,Move,1,35,-43,,32,-48
912.2959,4841,4788,1,true,Move,3,-51,-27,,-46,-24
912.2959,4788,4803,0.9836924,true,Move,3,-46,-24,,-41,-29
912.2959,4803,4813,0.9890985,true,Move,0,109,0,,110,1
912.2959,4813,4788.5,1,true,Move,0,110,1,,106,-2
912.2959,4788.5,4974.5,0.81555927,true,Swap,3,155,-62,4,-41,-29
912.2959,4974.5,4991,0.98207635,true,Move,4,-41,-29,,-46,-27
912.2959,4991,5004.5,0.9853111,true,Move,0,106,-2,,108,3
912.2959,5004.5,5047.5,0.9539597,true,Move,0,108,3,,112,5
912.2959,5047.5,4804.5,1,true,Swap,3,32,-48,1,155,-62
912.2959,4804.5,4809,0.9950795,true,Move,3,32,-48,,33,-48
912.2959,4809,4819,0.9890985,true,Move,2,-62,84,,-61,86
912.2959,4819,4836,0.98153824,true,Move,1,155,-62,,155,-64
912.2959,4836,4841.5,0.9939894,true,Move,4,-46,-27,,-44,-30
912.2959,4841.5,4776.5,1,true,Move,3,33,-48,,28,-43
912.2959,4776.5,4716.5,1,true,Move,2,-61,86,,-59,82
912.2959,4716.5,4755,0.9586769,true,Move,4,-44,-30,,-47,-34
912.2959,4755,4759.5,0.9950795,true,Move,3,28,-43,,29,-43
912.2959,4759.5,4742.5,1,true,Move,1,155,-64,,154,-63
912.2959,4742.5,4729.5,1,true,Move,3,29,-43,,28,-42
912.2959,4729.5,5194.5,0.6006739,false,Swap,4,154,-63,1,-47,-34
912.2959,4729.5,4699.5,1,true,Move,0,112,5,,109,2
912.2959,4699.5,4708,0.9907261,true,Move,1,154,-63,,153,-65
912.2959,4708,4711.5,0.9961709,true,Move,0,109,2,,108,4
912.2959,4711.5,4680.5,1,true,Move,0,108,4,,104,2
912.2959,4680.5,4640.5,1,true,Move,2,-59,82,,-59,78
912.2959,4640.5,4552,1,true,Swap,3,-59,78,2,28,-42
912.2959,4552,4563,0.98801494,true,Move,4,-47,-34,,-48,-35
912.2959,4563,4556.5,1,true,Move,0,104,2,,102,3
912.2959,4556.5,4658.5,0.89421785,true,Swap,0,153,-65,1,102,3
912.2959,4658.5,5099.5,0.6166857,true,Swap,0,28,-42,2,153,-65
912.2959,5099.5,4868.5,1,true,Swap,1,-48,-35,4,102,3
912.2959,4868.5,4865.5,1,true,Swap,2,28,-42,0,153,-65
912.2959,4865.5,4868.5,0.996717,true,Swap,0,28,-42,2,153,-65
912.2959,4868.5,4414,1,true,Swap,2,-48,-35,1,153,-65
912.2959,4414,4431,0.98153824,true,Move,3,-59,78,,-61,78
912.2959,4431,4380,1,true,Move,1,153,-65,,149,-63
912.2959,4380,4476,0.90011835,true,Swap,3,-48,-35,2,-61,78
912.2959,4476,4704,0.77886397,true,Swap,3,102,3,4,-48,-35
912.2959,4704,4836,0.8652906,true,Swap,0,-48,-35,4,28,-42
912.2959,4836,4876,0.9571019,true,Move,2,-61,78,,-61,82
912.2959,4876,4921,0.9518707,true,Move,0,-48,-35,,-52,-37
912.2959,4921,4939.5,0.9799257,true,Move,4,28,-42,,33,-44
857.55817,4939.5,4939.5,1,true,Move,1,149,-63,,146,-66
857.55817,4939.5,4795.5,1,true,Swap,4,-52,-37,0,33,-44
