T,current_cost,candidate_cost,probability,accepted,type,idx1,x1,z1,idx2,x2,z2
16164.029,2108.5,2109,0.99996907,true,Move,0,58,15,,57,17
16164.029,2109,2102,1,true,Move,1,26,-27,,25,-26
16164.029,2102,2147.5,0.99718904,true,Move,1,25,-26,,23,-31
16164.029,2147.5,2116.5,1,true,Move,2,32,49,,35,45
16164.029,2116.5,2051.5,1,true,Move,0,57,17,,52,12
16164.029,2051.5,2036.5,1,true,Move,2,35,45,,32,44
16164.029,2036.5,2018,1,true,Move,3,-24,2,,-22,5
16164.029,2018,2056.5,0.997621,true,Move,0,52,12,,56,13
14224.346,2056.5,2117.5,0.99572074,true,Move,2,32,44,,37,49
14224.346,2117.5,2136,0.99870026,true,Move,3,-22,5,,-24,6
14224.346,2136,2137.5,0.99989456,true,Move,3,-24,6,,-24,1
14224.346,2137.5,2133,1,true,Move,3,-24,1,,-20,-4
14224.346,2133,2099,1,true,Move,2,37,49,,39,45
14224.346,2099,2100,0.9999297,true,Move,2,39,45,,36,46
14224.346,2100,2081,1,true,Move,2,36,46,,35,44
14224.346,2081,2080.5,1,true,Move,4,59,-26,,57,-29
14224.346,2080.5,2047,1,true,Move,0,56,13,,51,15
14224.346,2047,2055.5,0.9994026,true,Move,3,-20,-4,,-17,-8
14224.346,2055.5,2115,0.99582577,true,Move,3,-17,-8,,-19,-13
14224.346,2115,1998,1,true,Swap,0,-19,-13,3,51,15
14224.346,1998,2043,0.99684143,true,Move,0,-19,-13,,-23,-15
14224.346,2043,2031,1,true,Move,2,35,44,,40,42
14224.346,2031,1965,1,true,Swap,3,40,42,2,51,15
14224.346,1965,1997.5,0.9977178,true,Move,1,23,-31,,22,-35
14224.346,1997.5,1979.5,1,true,Move,3,40,42,,40,38
14224.346,1979.5,1987,0.99947286,true,Move,1,22,-35,,27,-35
14224.346,1987,2047,0.9957908,true,Swap,3,51,15,2,40,38
14224.346,2047,2042,1,true,Move,0,-23,-15,,-25,-11
14224.346,2042,2087,0.99684143,true,Move,4,57,-29,,61,-31
14224.346,2087,2081,1,true,Move,3,51,15,,51,11
14224.346,2081,2072.5,1,true,Move,4,61,-31,,60,-31
14224.346,2072.5,2044,1,true,Move,3,51,11,,48,9
14224.346,2044,1999,1,true,Move,0,-25,-11,,-21,-9
14224.346,1999,1986,1,true,Move,3,48,9,,46,9
14224.346,1986,2010,0.9983142,true,Move,2,40,38,,38,42
14224.346,2010,2011.5,0.99989456,true,Move,3,46,9,,45,13
14224.346,2011.5,2146.5,0.99055415,true,Swap,4,-21,-9,0,60,-31
14224.346,2146.5,2133,1,true,Move,0,60,-31,,61,-27
14224.346,2133,2175,0.99705166,true,Move,4,-21,-9,,-24,-12
14224.346,2175,2199,0.9983142,true,Move,2,38,42,,42,44
14224.346,2199,2319,0.99159926,true,Swap,3,61,-27,0,45,13
14224.346,2319,2310,1,true,Move,0,45,13,,44,12
14224.346,2310,2288,1,true,Move,4,-24,-12,,-24,-8
14224.346,2288,2126,1,true,Swap,3,-24,-8,4,61,-27
14224.346,2126,2147,0.9985247,true,Swap,0,27,-35,1,44,12
14224.346,2147,2186,0.997262,true,Move,2,42,44,,43,48
14224.346,2186,2342,0.9890928,true,Swap,4,-24,-8,3,61,-27
14224.346,2342,2333.5,1,true,Move,4,-24,-8,,-26,-5
14224.346,2333.5,2316.5,1,true,Move,4,-26,-5,,-22,-7
14224.346,2316.5,2275.5,1,true,Move,0,27,-35,,28,-30
14224.346,2275.5,2233,1,true,Move,4,-22,-7,,-22,-2
14224.346,2233,2044.5,1,true,Swap,0,43,48,2,28,-30
14224.346,2044.5,2176.5,0.99076307,true,Swap,2,44,12,1,28,-30
14224.346,2176.5,2168.5,1,true,Move,0,43,48,,47,44
14224.346,2168.5,2245,0.99463636,true,Move,3,61,-27,,66,-31
14224.346,2245,2209,1,true,Swap,2,-22,-2,4,44,12
14224.346,2209,2209,1,true,Move,4,44,12,,39,17
14224.346,2209,2203.5,1,true,Move,1,28,-30,,26,-29
12517.424,2203.5,2239.5,0.9971281,true,Move,4,39,17,,44,20
12517.424,2239.5,2163,1,true,Move,3,66,-31,,62,-26
12517.424,2163,2091,1,true,Swap,4,62,-26,3,44,20
12517.424,2091,2123.5,0.99740696,true,Move,1,26,-29,,27,-33
12517.424,2123.5,2136,0.99900186,true,Move,3,44,20,,49,16
12517.424,2136,2208,0.99426454,true,Swap,3,62,-26,4,49,16
12517.424,2208,2176.5,1,true,Move,0,47,44,,44,40
12517.424,2176.5,2219,0.99661046,true,Move,3,62,-26,,63,-30
12517.424,2219,2253.5,0.99724764,true,Move,4,49,16,,52,18
12517.424,2253.5,2223.5,1,true,Swap,1,-22,-2,2,27,-33
12517.424,2223.5,2185.5,1,true,Move,4,52,18,,47,19
12517.424,2185.5,2222.5,0.9970485,true,Move,2,27,-33,,25,-37
12517.424,2222.5,2213.5,1,true,Move,0,44,40,,45,37
12517.424,2213.5,2216.5,0.9997604,true,Move,3,63,-30,,64,-29
12517.424,2216.5,2242,0.9979649,true,Move,1,-22,-2,,-21,-6
12517.424,2242,2250,0.9993611,true,Move,4,47,19,,49,17
12517.424,2250,2280,0.9976062,true,Move,2,25,-37,,28,-40
12517.424,2280,2249.5,1,true,Move,4,49,17,,45,16
12517.424,2249.5,2228.5,1,true,Swap,3,45,16,4,64,-29
12517.424,2228.5,2208.5,1,true,Move,2,28,-40,,28,-38
12517.424,2208.5,2169.5,1,true,Swap,2,45,37,0,28,-38
12517.424,2169.5,2295.5,0.9899845,true,Swap,3,28,-38,0,45,16
12517.424,2295.5,2322.5,0.99784535,true,Move,2,45,37,,44,42
12517.424,2322.5,2327,0.9996406,true,Move,0,45,16,,44,18
12517.424,2327,2321,1,true,Move,2,44,42,,42,42
12517.424,2321,2324,0.9997604,true,Move,2,42,42,,47,40
12517.424,2324,2301.5,1,true,Move,0,44,18,,44,13
12517.424,2301.5,2327,0.9979649,true,Move,4,64,-29,,67,-29
12517.424,2327,2327,1,true,Move,0,44,13,,42,15
12517.424,2327,2290,1,true,Move,3,28,-38,,26,-34
12517.424,2290,2272,1,true,Move,2,47,40,,47,37
12517.424,2272,2286,0.9988822,true,Move,2,47,37,,49,37
12517.424,2286,2337,0.99593395,true,Move,4,67,-29,,69,-33
12517.424,2337,2379,0.9966503,true,Move,1,-21,-6,,-24,-9
12517.424,2379,2379,1,true,Move,0,42,15,,37,20
12517.424,2379,2432.5,0.9957351,true,Move,1,-24,-9,,-29,-11
12517.424,2432.5,2443.5,0.9991216,true,Move,1,-29,-11,,-29,-13
12517.424,2443.5,2425.5,1,true,Move,0,37,20,,34,19
12517.424,2425.5,2399,1,true,Move,3,26,-34,,31,-30
12517.424,2399,2424.5,0.9979649,true,Move,4,69,-33,,74,-31
12517.424,2424.5,2483.5,0.9952977,true,Move,2,49,37,,54,41
12517.424,2483.5,2519.5,0.9971281,true,Move,1,-29,-13,,-30,-18
12517.424,2519.5,2508,1,true,Move,3,31,-30,,29,-29
12517.424,2508,2507,1,true,Move,3,29,-29,,34,-28
12517.424,2507,2450,1,true,Swap,0,-30,-18,1,34,19
12517.424,2450,2387,1,true,Swap,1,54,41,2,34,19
12517.424,2387,2313.5,1,true,Swap,2,-30,-18,0,34,19
12517.424,2313.5,2312,1,true,Move,0,34,19,,38,14
12517.424,2312,2314,0.99984026,true,Move,2,-30,-18,,-31,-16
12517.424,2314,2425,0.99117154,true,Swap,2,74,-31,4,-31,-16
11015.333,2425,2548,0.98889583,true,Swap,0,34,-28,3,38,14
11015.333,2548,2404,1,true,Swap,4,74,-31,2,-31,-16
11015.333,2404,2399.5,1,true,Move,3,38,14,,39,12
11015.333,2399.5,2370.5,1,true,Move,1,54,41,,52,37
11015.333,2370.5,2368.5,1,true,Move,1,52,37,,50,39
11015.333,2368.5,2393,0.9977783,true,Move,0,34,-28,,39,-30
11015.333,2393,2343,1,true,Move,0,39,-30,,34,-25
11015.333,2343,2341,1,true,Move,1,50,39,,48,41
11015.333,2341,2290,1,true,Move,4,74,-31,,73,-26
11015.333,2290,2254,1,true,Move,2,-31,-16,,-26,-18
11015.333,2254,2294.5,0.9963301,true,Move,3,39,12,,44,16
11015.333,2294.5,2336,0.9962396,true,Move,0,34,-25,,39,-29
11015.333,2336,2336,1,true,Move,4,73,-26,,77,-22
11015.333,2336,2231,1,true,Swap,0,-26,-18,2,39,-29
11015.333,2231,2197,1,true,Move,1,48,41,,43,36
11015.333,2197,2263,0.99402624,true,Swap,2,44,16,3,39,-29
11015.333,2263,2203.5,1,true,Move,0,-26,-18,,-22,-15
11015.333,2203.5,2133,1,true,Swap,4,44,16,2,77,-22
11015.333,2133,2139,0.99945545,true,Move,1,43,36,,38,39
11015.333,2139,2144,0.9995462,true,Move,2,77,-22,,74,-27
11015.333,2144,2160.5,0.9985032,true,Move,1,38,39,,43,41
11015.333,2160.5,2154.5,1,true,Move,2,74,-27,,72,-29
11015.333,2154.5,2146,1,true,Move,0,-22,-15,,-21,-15
11015.333,2146,2109,1,true,Move,2,72,-29,,69,-28
11015.333,2109,2113.5,0.9995916,true,Move,4,44,16,,45,18
11015.333,2113.5,2131.5,0.99836725,true,Swap,0,39,-29,3,-21,-15
11015.333,2131.5,2190,0.9947033,true,Swap,2,-21,-15,3,69,-28
11015.333,2190,2177,1,true,Move,0,39,-29,,36,-28
11015.333,2177,2156,1,true,Swap,0,45,18,4,36,-28
11015.333,2156,2261,0.99051315,true,Swap,4,43,41,1,36,-28
11015.333,2261,2286.5,0.9976877,true,Move,3,69,-28,,69,-31
11015.333,2286.5,2264,1,true,Move,4,43,41,,40,39
11015.333,2264,2204.5,1,true,Move,3,69,-31,,64,-29
11015.333,2204.5,2204.5,1,true,Move,3,64,-29,,59,-34
11015.333,2204.5,2141.5,1,true,Swap,0,36,-28,1,45,18
11015.333,2141.5,2167,0.9976877,true,Move,3,59,-34,,64,-32
11015.333,2167,2150.5,1,true,Move,4,40,39,,41,35
11015.333,2150.5,2158,0.9993194,true,Move,1,45,18,,46,20
11015.333,2158,2177,0.9982766,true,Move,1,46,20,,48,24
11015.333,2177,2153,1,true,Move,0,36,-28,,37,-25
11015.333,2153,2163.5,0.9990472,true,Move,4,41,35,,39,38
11015.333,2163.5,2199,0.9967824,true,Move,1,48,24,,52,25
11015.333,2199,2097,1,true,Swap,0,-21,-15,2,37,-25
11015.333,2097,2281.5,0.9833901,true,Swap,2,39,38,4,37,-25
11015.333,2281.5,2214,1,true,Swap,3,39,38,2,64,-32
11015.333,2214,2214,1,true,Move,2,64,-32,,65,-31
11015.333,2214,2214,1,true,Move,0,-21,-15,,-19,-17
11015.333,2214,2193,1,true,Move,3,39,38,,40,33
11015.333,2193,2232,0.99646574,true,Move,1,52,25,,55,28
11015.333,2232,2212,1,true,Move,1,55,28,,50,33
9693.493,2212,2202,1,true,Move,2,65,-31,,62,-33
9693.493,2202,2179.5,1,true,Move,3,40,33,,37,29
9693.493,2179.5,2102.5,1,true,Move,2,62,-33,,59,-28
9693.493,2102.5,2111.5,0.99907196,true,Move,3,37,29,,34,32
9693.493,2111.5,2069.5,1,true,Swap,3,50,33,1,34,32
9693.493,2069.5,2074,0.99953586,true,Move,3,50,33,,50,34
9693.493,2074,2109.5,0.99634445,true,Move,3,50,34,,54,37
9693.493,2109.5,2126.5,0.9982478,true,Move,0,-19,-17,,-17,-21
9693.493,2126.5,2180.5,0.9944447,true,Swap,1,54,37,3,34,32
9693.493,2180.5,2115.5,1,true,Move,1,54,37,,49,32
9693.493,2115.5,2076.5,1,true,Swap,1,34,32,3,49,32
9693.493,2076.5,2094,0.9981963,true,Move,3,49,32,,53,31
9693.493,2094,2119.5,0.9973728,true,Move,3,53,31,,56,33
9693.493,2119.5,2112,1,true,Move,1,34,32,,29,32
9693.493,2112,2250,0.9858645,true,Swap,4,-17,-21,0,37,-25
9693.493,2250,2304,0.9944447,true,Swap,3,29,32,1,56,33
9693.493,2304,2292,1,true,Move,3,29,32,,33,28
9693.493,2292,2264,1,true,Move,0,37,-25,,41,-21
9693.493,2264,2220.5,1,true,Move,1,56,33,,53,29
9693.493,2220.5,2150.5,1,true,Move,2,59,-28,,55,-25
9693.493,2150.5,2139,1,true,Move,1,53,29,,49,34
9693.493,2139,2176,0.9961903,true,Move,4,-17,-21,,-22,-20
9693.493,2176,2189.5,0.9986083,true,Move,3,33,28,,36,30
9693.493,2189.5,2210.5,0.99783593,true,Move,3,36,30,,35,35
9693.493,2210.5,2191,1,true,Move,0,41,-21,,45,-18
9693.493,2191,2188,1,true,Move,4,-22,-20,,-20,-22
9693.493,2188,2174.5,1,true,Swap,2,45,-18,0,55,-25
9693.493,2174.5,2045.5,1,true,Swap,3,55,-25,0,35,35
9693.493,2045.5,2257,0.9784176,true,Swap,0,45,-18,2,35,35
9693.493,2257,2260,0.99969053,true,Move,0,45,-18,,47,-18
9693.493,2260,2277,0.9982478,true,Move,3,55,-25,,59,-23
9693.493,2277,2350.5,0.99244624,true,Move,0,47,-18,,52,-22
9693.493,2350.5,2376,0.9973728,true,Move,4,-20,-22,,-22,-23
9693.493,2376,2452.5,0.99213916,true,Move,4,-22,-23,,-26,-28
9693.493,2452.5,2458,0.99943274,true,Move,1,49,34,,46,38
9693.493,2458,2500.5,0.9956252,true,Move,4,-26,-28,,-31,-28
9693.493,2500.5,2584,0.99142295,true,Move,0,52,-22,,56,-25
9693.493,2584,2611,0.9972185,true,Move,1,46,38,,50,40
9693.493,2611,2326,1,true,Swap,3,50,40,1,59,-23
9693.493,2326,2341,0.99845374,true,Move,2,35,35,,37,37
9693.493,2341,2393.5,0.9945986,true,Move,0,56,-25,,60,-24
9693.493,2393.5,2684.5,0.97042596,true,Swap,3,59,-23,1,50,40
9693.493,2684.5,2633.5,1,true,Move,0,60,-24,,56,-26
9693.493,2633.5,2663,0.99696136,true,Move,3,59,-23,,62,-25
9693.493,2663,2598.5,1,true,Swap,3,37,37,2,62,-25
9693.493,2598.5,2412.5,1,true,Swap,4,56,-26,0,-31,-28
9693.493,2412.5,2458,0.9953171,true,Move,1,50,40,,55,44
9693.493,2458,2442,1,true,Swap,4,55,44,1,56,-26
9693.493,2442,2447.5,0.99943274,true,Move,0,-31,-28,,-30,-30
9693.493,2447.5,2419,1,true,Move,1,56,-26,,53,-26
8821.079,2419,2360,1,true,Move,0,-30,-30,,-26,-26
8821.079,2360,2371.5,0.99869716,true,Move,0,-26,-26,,-28,-25
8821.079,2371.5,2307.5,1,true,Move,2,62,-25,,58,-22
8821.079,2307.5,2336.5,0.9967178,true,Move,1,53,-26,,55,-28
8821.079,2336.5,2346,0.9989236,true,Move,4,55,44,,60,40
8821.079,2346,2349,0.99965996,true,Move,0,-28,-25,,-29,-24
8821.079,2349,2329.5,1,true,Move,3,37,37,,39,32
8821.079,2329.5,2380.5,0.9942351,true,Swap,4,39,32,3,60,40
8821.079,2380.5,2344,1,true,Move,3,60,40,,58,35
8821.079,2344,2420,0.9914213,true,Move,2,58,-22,,62,-26
8821.079,2420,2429,0.9989802,true,Swap,3,-29,-24,0,58,35
8821.079,2429,2447,0.9979615,true,Move,4,39,32,,39,36
8821.079,2447,2486.5,0.9955321,true,Move,0,58,35,,60,40
8821.079,2486.5,2542.5,0.99367166,true,Move,1,55,-28,,60,-29
8821.079,2542.5,2593.5,0.9942351,true,Move,3,-29,-24,,-34,-25
8821.079,2593.5,2623,0.9966613,true,Move,1,60,-29,,64,-28
8821.079,2623,2613,1,true,Move,2,62,-26,,66,-22
8821.079,2613,2680.5,0.9923771,true,Swap,3,66,-22,2,-34,-25
8821.079,2680.5,2676.5,1,true,Move,0,60,40,,56,44
8821.079,2676.5,2570.5,1,true,Swap,4,64,-28,1,39,36
8821.079,2570.5,2613,0.9951936,true,Move,0,56,44,,61,44
8821.079,2613,2655.5,0.9951936,true,Move,3,66,-22,,66,-25
8821.079,2655.5,2654.5,1,true,Move,0,61,44,,63,40
8821.079,2654.5,2816.5,0.9818025,true,Swap,0,66,-25,3,63,40
8821.079,2816.5,2824,0.9991501,true,Move,1,39,36,,43,39
8821.079,2824,2848,0.9972829,true,Move,1,43,39,,39,43
8821.079,2848,2842,1,true,Move,1,39,43,,43,43
8821.079,2842,2843.5,0.99982995,true,Move,4,64,-28,,65,-24
8821.079,2843.5,2849,0.9993767,true,Move,3,63,40,,61,45
8821.079,2849,2676,1,true,Swap,3,66,-25,0,61,45
8821.079,2676,2686,0.998867,true,Move,1,43,43,,44,48
8821.079,2686,2707,0.9976222,true,Move,0,61,45,,64,42
8821.079,2707,2708,0.99988663,true,Move,0,64,42,,65,37
8821.079,2708,2664.5,1,true,Move,3,66,-25,,70,-22
8821.079,2664.5,2672.5,0.9990935,true,Swap,2,65,-24,4,-34,-25
8821.079,2672.5,2699,0.99700034,true,Move,1,44,48,,39,52
8821.079,2699,2679,1,true,Move,2,65,-24,,62,-27
8821.079,2679,2959.5,0.9687014,true,Swap,2,65,37,0,62,-27
8821.079,2959.5,2755.5,1,true,Swap,4,62,-27,0,-34,-25
8821.079,2755.5,2813.5,0.9934464,true,Swap,1,-34,-25,0,39,52
8821.079,2813.5,2861,0.9946296,true,Move,4,62,-27,,65,-31
8821.079,2861,2796,1,true,Move,0,39,52,,34,47
8821.079,2796,2782.5,1,true,Move,4,65,-31,,61,-32
8821.079,2782.5,2734.5,1,true,Swap,4,34,47,0,61,-32
8821.079,2734.5,2774,0.9955321,true,Move,4,34,47,,32,52
8821.079,2774,2816,0.99525,true,Swap,4,61,-32,0,32,52
8821.079,2816,2852,0.99592716,true,Move,4,61,-32,,66,-33
8821.079,2852,2907,0.9937843,true,Move,3,70,-22,,71,-27
8821.079,2907,2835,1,true,Move,3,71,-27,,68,-22
8821.079,2835,2808,1,true,Swap,4,32,52,0,66,-33
8027.182,2808,2703,1,true,Swap,1,68,-22,3,-34,-25
8027.182,2703,2663.5,1,true,Move,4,32,52,,30,47
8027.182,2663.5,2622,1,true,Move,1,68,-22,,64,-19
8027.182,2622,2613.5,1,true,Move,4,30,47,,27,45
8027.182,2613.5,2699,0.9894052,true,Swap,0,65,37,2,66,-33
8027.182,2699,2697.5,1,true,Move,4,27,45,,22,43
8027.182,2697.5,2666.5,1,true,Move,0,65,37,,64,32
8027.182,2666.5,2638,1,true,Move,1,64,-19,,66,-14
8027.182,2638,2512,1,true,Swap,0,22,43,4,64,32
8027.182,2512,2571,0.9926769,true,Move,3,-34,-25,,-39,-28
8027.182,2571,2691,0.98516196,true,Swap,3,66,-14,1,-39,-28
8027.182,2691,2680,1,true,Move,3,66,-14,,66,-12
8027.182,2680,2692,0.9985062,true,Move,2,66,-33,,62,-37
8027.182,2692,2692.5,0.9999377,true,Move,3,66,-12,,68,-9
8027.182,2692.5,2724.5,0.9960215,true,Move,2,62,-37,,67,-37
8027.182,2724.5,2715.5,1,true,Move,0,22,43,,23,40
8027.182,2715.5,2532.5,1,true,Swap,1,23,40,0,-39,-28
8027.182,2532.5,2549.5,0.99788445,true,Move,0,-39,-28,,-40,-29
8027.182,2549.5,2651.5,0.9873736,true,Swap,4,68,-9,3,64,32
8027.182,2651.5,2711,0.9926151,true,Move,0,-40,-29,,-43,-33
8027.182,2711,2681,1,true,Move,2,67,-37,,69,-32
8027.182,2681,2672.5,1,true,Move,0,-43,-33,,-45,-30
8027.182,2672.5,2667,1,true,Move,4,68,-9,,63,-13
8027.182,2667,2607.5,1,true,Move,0,-45,-30,,-41,-27
8027.182,2607.5,2657.5,0.9937905,true,Move,2,69,-32,,73,-33
8027.182,2657.5,2909.5,0.96909434,true,Swap,0,73,-33,2,-41,-27
8027.182,2909.5,2969.5,0.99255323,true,Move,2,-41,-27,,-46,-28
8027.182,2969.5,2929.5,1,true,Move,2,-46,-28,,-45,-25
8027.182,2929.5,2935.5,0.9992528,true,Move,1,23,40,,22,41
8027.182,2935.5,2914.5,1,true,Move,1,22,41,,21,36
8027.182,2914.5,2911.5,1,true,Move,1,21,36,,17,34
8027.182,2911.5,2855.5,1,true,Move,4,63,-13,,59,-9
8027.182,2855.5,2945.5,0.9888507,true,Move,2,-45,-25,,-50,-29
8027.182,2945.5,2798.5,1,true,Swap,0,17,34,1,73,-33
8027.182,2798.5,2821,0.99720097,true,Move,0,17,34,,17,39
8027.182,2821,2838,0.99788445,true,Move,1,73,-33,,72,-36
8027.182,2838,2734.5,1,true,Swap,2,64,32,3,-50,-29
8027.182,2734.5,2788.5,0.99329543,true,Move,2,64,32,,67,36
8027.182,2788.5,2800.5,0.9985062,true,Move,0,17,39,,16,42
8027.182,2800.5,2812.5,0.9985062,true,Move,0,16,42,,12,46
8027.182,2812.5,2785,1,true,Move,4,59,-9,,59,-4
8027.182,2785,2826.5,0.9948434,true,Move,0,12,46,,17,50
8027.182,2826.5,2842.5,0.9980087,true,Move,0,17,50,,22,51
8027.182,2842.5,2910.5,0.9915646,true,Move,2,67,36,,72,39
8027.182,2910.5,2944.5,0.9957734,true,Move,3,-50,-29,,-52,-31
8027.182,2944.5,3061.5,0.98553026,true,Swap,3,59,-4,4,-52,-31
8027.182,3061.5,3098,0.99546325,true,Move,0,22,51,,18,56
8027.182,3098,3007.5,1,true,Swap,0,72,39,2,18,56
8027.182,3007.5,3015.5,0.9990039,true,Move,2,18,56,,14,58
8027.182,3015.5,3063.5,0.99403816,true,Move,1,72,-36,,77,-37
7304.736,3063.5,3090,0.9963788,true,Move,0,72,39,,76,40
7304.736,3090,3124,0.9953563,true,Move,3,59,-4,,59,-8
7304.736,3124,3098.5,1,true,Move,3,59,-8,,55,-9
7304.736,3098.5,3132,0.99542445,true,Swap,4,14,58,2,-52,-31
7304.736,3132,3202,0.99046296,true,Move,2,-52,-31,,-55,-35
7304.736,3202,3265,0.9914125,true,Swap,3,76,40,0,55,-9
7304.736,3265,3287,0.99699277,true,Move,0,55,-9,,59,-9
7304.736,3287,3352,0.99114114,true,Swap,4,77,-37,1,14,58
7304.736,3352,3318,1,true,Move,3,76,40,,72,40
7304.736,3318,3173,1,true,Swap,2,14,58,1,-55,-35
7304.736,3173,3147,1,true,Move,0,59,-9,,54,-12
7304.736,3147,3301,0.97913843,true,Swap,2,-55,-35,1,14,58
7304.736,3301,3321,0.9972658,true,Move,3,72,40,,77,35
7304.736,3321,3304,1,true,Move,0,54,-12,,55,-9
7304.736,3304,3355.5,0.9929746,true,Move,3,77,35,,82,37
7304.736,3355.5,3338.5,1,true,Move,0,55,-9,,56,-6
7304.736,3338.5,3413.5,0.9897852,true,Swap,4,56,-6,0,77,-37
7304.736,3413.5,3371,1,true,Move,4,56,-6,,51,-6
7304.736,3371,3327,1,true,Move,4,51,-6,,46,-5
7304.736,3327,3275.5,1,true,Move,3,82,37,,77,35
7304.736,3275.5,3292.5,0.9976754,true,Move,0,77,-37,,77,-39
7304.736,3292.5,3261,1,true,Move,1,14,58,,18,55
7304.736,3261,3241,1,true,Move,2,-55,-35,,-56,-32
7304.736,3241,3155,1,true,Swap,4,18,55,1,46,-5
7304.736,3155,3197.5,0.99419874,true,Move,0,77,-39,,80,-41
7304.736,3197.5,3177.5,1,true,Move,2,-56,-32,,-58,-28
7304.736,3177.5,3147.5,1,true,Move,2,-58,-28,,-55,-28
7304.736,3147.5,3052.5,1,true,Swap,2,18,55,4,-55,-28
7304.736,3052.5,3131.5,0.9892434,true,Swap,2,46,-5,1,18,55
7304.736,3131.5,3253,0.98350453,true,Swap,2,77,35,3,46,-5
7304.736,3253,3321,0.99073416,true,Move,4,-55,-28,,-58,-33
7304.736,3321,3069,1,true,Swap,0,-58,-33,4,80,-41
7304.736,3069,3040.5,1,true,Swap,3,77,35,2,46,-5
7304.736,3040.5,3075.5,0.99522007,true,Move,2,46,-5,,45,-10
7304.736,3075.5,3047.5,1,true,Move,2,45,-10,,43,-6
7304.736,3047.5,3008.5,1,true,Swap,3,-58,-33,0,77,35
7304.736,3008.5,3034,0.9965152,true,Move,1,18,55,,18,58
7304.736,3034,3040,0.99917895,true,Swap,4,43,-6,2,80,-41
7304.736,3040,3032.5,1,true,Move,0,77,35,,77,30
7304.736,3032.5,3016,1,true,Move,3,-58,-33,,-58,-30
7304.736,3016,3217,0.9728587,true,Swap,0,80,-41,2,77,30
7304.736,3217,3001.5,1,true,Swap,2,18,58,1,77,30
7304.736,3001.5,2995.5,1,true,Swap,0,43,-6,4,80,-41
7304.736,2995.5,3021,0.9965152,true,Move,3,-58,-30,,-56,-35
7304.736,3021,2995.5,1,true,Move,3,-56,-35,,-51,-37
7304.736,2995.5,2957.5,1,true,Move,2,18,58,,22,53
7304.736,2957.5,2991.5,0.9953563,true,Move,4,80,-41,,79,-46
7304.736,2991.5,2886.5,1,true,Swap,4,77,30,1,79,-46
7304.736,2886.5,2895,0.99883705,true,Move,1,79,-46,,77,-49
7304.736,2895,2946,0.9930425,true,Move,1,77,-49,,82,-50
6647.3096,2946,2966.5,0.9969208,true,Swap,2,82,-50,1,22,53
6647.3096,2966.5,3247.5,0.95860827,true,Swap,1,-51,-37,3,22,53
6647.3096,3247.5,3213.5,1,true,Move,3,22,53,,22,49
6647.3096,3213.5,3154,1,true,Move,1,-51,-37,,-46,-35
6647.3096,3154,3184,0.99549705,true,Move,2,82,-50,,86,-49
6647.3096,3184,3144,1,true,Move,2,86,-49,,85,-46
6647.3096,3144,3142.5,1,true,Move,4,77,30,,80,26
6647.3096,3142.5,3177.5,0.99474853,true,Move,3,22,49,,17,54
6647.3096,3177.5,3207.5,0.99549705,true,Move,2,85,-46,,87,-47
6647.3096,3207.5,3176.5,1,true,Move,0,43,-6,,41,-2
6647.3096,3176.5,3169,1,true,Move,4,80,26,,77,28
6647.3096,3169,3178,0.998647,true,Move,4,77,28,,77,30
6647.3096,3178,3210,0.9951976,true,Move,4,77,30,,82,31
6647.3096,3210,3202,1,true,Move,0,41,-2,,40,3
6647.3096,3202,3172,1,true,Move,2,87,-47,,86,-45
6647.3096,3172,3034,1,true,Swap,1,40,3,0,-46,-35
6647.3096,3034,3014,1,true,Move,3,17,54,,15,52
6647.3096,3014,3036.5,0.9966209,true,Move,3,15,52,,13,55
6647.3096,3036.5,2997,1,true,Move,3,13,55,,15,50
6647.3096,2997,3000,0.9995488,true,Move,4,82,31,,85,28
6647.3096,3000,2882,1,true,Swap,3,-46,-35,0,15,50
6647.3096,2882,2892,0.9984968,true,Move,2,86,-45,,84,-48
6647.3096,2892,2903.5,0.99827147,true,Move,0,15,50,,17,51
6647.3096,2903.5,2874.5,1,true,Move,4,85,28,,83,24
6647.3096,2874.5,2865.5,1,true,Move,1,40,3,,38,7
6647.3096,2865.5,2791.5,1,true,Move,2,84,-48,,80,-44
6647.3096,2791.5,2780,1,true,Move,0,17,51,,15,50
6647.3096,2780,2779,1,true,Move,0,15,50,,20,49
6647.3096,2779,2903.5,0.9814449,true,Swap,2,83,24,4,80,-44
6647.3096,2903.5,2909.5,0.99909776,true,Move,2,83,24,,83,25
6647.3096,2909.5,2885.5,1,true,Move,2,83,25,,80,26
6647.3096,2885.5,2928,0.99362683,true,Move,3,-46,-35,,-51,-35
6647.3096,2928,2932.5,0.99932325,true,Move,1,38,7,,40,8
6647.3096,2932.5,2937,0.99932325,true,Move,1,40,8,,39,12
6647.3096,2937,2965,0.9957966,true,Move,0,20,49,,16,53
6647.3096,2965,2917,1,true,Swap,1,-51,-35,3,39,12
6647.3096,2917,2855.5,1,true,Move,4,80,-44,,75,-40
6647.3096,2855.5,2909,0.99198395,true,Move,1,-51,-35,,-55,-38
6647.3096,2909,2925.5,0.99752086,true,Move,0,16,53,,14,56
6647.3096,2925.5,2947,0.99677086,true,Move,0,14,56,,15,58
6647.3096,2947,2947,1,true,Move,4,75,-40,,76,-39
6647.3096,2947,2964,0.9974458,true,Move,1,-55,-38,,-52,-43
